region,hour,Load
TX,163,24.896400018088357
TX,164,24.90327304664194
TX,165,24.450687986583
TX,166,23.855967403902167
TX,167,23.03505579977521
TX,168,22.172718287802923
TX,169,21.955426554311842
TX,170,21.47279735747928
TX,171,21.098556033097054
TX,172,20.944399538077906
TX,173,20.900892381097954
TX,174,21.184164362792036
TX,175,21.976941364825723
TX,176,23.191187137012676
TX,177,24.090501103871063
TX,178,24.309944461874323
TX,179,24.26058121971451
TX,180,24.113939689165612
TX,181,23.88764671710809
TX,182,23.67557350383592
TX,183,23.4701507118309
TX,184,23.31198845706702
TX,185,23.33262017470508
TX,186,23.955848946675705
TX,187,24.963349838778388
TX,188,25.000368447722185
TX,189,24.58399391335335
TX,190,24.01960276916058
TX,191,23.223362618364405
TX,192,22.32802530053766
TX,193,22.198030568797584
TX,194,21.76214469124987
TX,195,21.453065146475783
TX,196,21.28772518506494
TX,197,21.287320069987775
TX,198,21.61718177804552
TX,199,22.49183871684521
TX,200,23.74650444622846
TX,201,24.70923442148602
TX,202,24.932797125042523
TX,203,24.844903887252787
TX,204,24.683710251289632
TX,205,24.45219485034876
TX,206,24.210914452326683
TX,207,23.994133910834254
TX,208,23.855311540896324
TX,209,23.94624966531206
TX,210,24.609079627063846
TX,211,25.669715381502414
TX,212,25.688753673683635
TX,213,25.250559123548303
TX,214,24.660017968155998
TX,215,23.847184957220602
TX,216,22.943453138959804
TX,217,22.670982861898192
TX,218,22.229454761272333
TX,219,21.890827916433153
TX,220,21.732332869441777
TX,221,21.738265454916984
TX,222,22.023604331755028
TX,223,22.947891757498546
TX,224,24.263750507986952
TX,225,25.234418425488368
TX,226,25.413440428181918
TX,227,25.310048151516188
TX,228,25.11071027410735
TX,229,24.8599756905348
TX,230,24.618328327175043
TX,231,24.380393795570477
TX,232,24.18601397849618
TX,233,24.22546944829964
TX,234,24.80745681637386
TX,235,25.81783978684152
TX,236,25.832856888397874
TX,237,25.377199678261984
TX,238,24.79650299635092
TX,239,23.944988239450634
TX,240,23.0376232133874
TX,241,21.98685449718126
TX,242,21.508100362712003
TX,243,21.145122899611735
TX,244,20.97125050805749
TX,245,20.948801591644497
TX,246,21.29078511298632
TX,247,22.21446424079653
TX,248,23.59780966676857
TX,249,24.653423268602143
TX,250,24.826241063321266
TX,251,24.683217770070936
TX,252,24.446720374427144
TX,253,24.173685205794673
TX,254,23.930102643658508
TX,255,23.705512731880948
TX,256,23.506775004059946
TX,257,23.538665268944712
TX,258,24.125806952364695
TX,259,25.101071092997973
TX,260,25.09657035200955
TX,261,24.64257438567766
TX,262,24.04171563947855
TX,263,23.235344912401878
TX,264,22.351045479764107
TX,265,21.232247278132395
TX,266,20.744697482510567
TX,267,20.40530679105693
TX,268,20.243053766340577
TX,269,20.235112518211952
TX,270,20.528571667652972
TX,271,21.382800102169096
TX,272,22.687374964373188
TX,273,23.689576428784942
TX,274,23.94852162206084
TX,275,23.889288031894655
TX,276,23.733096966217282
TX,277,23.49709963899457
TX,278,23.30369885888506
TX,279,23.127739363890832
TX,280,22.979278874671916
TX,281,23.034843108087255
TX,282,23.58746848221979
TX,283,24.542350483031885
TX,284,24.554317989695157
TX,285,24.118449031907296
TX,286,23.53692733221979
TX,287,22.728459090275045
TX,288,21.886147901456955
TX,289,21.32469509997314
TX,290,20.841144966522474
TX,291,20.481230577753013
TX,292,20.288625480923702
TX,293,20.251456049755504
TX,294,20.53204951122115
TX,295,21.417234856463775
TX,296,22.718166577643373
TX,297,23.727452216209695
TX,298,23.959206323122118
TX,299,23.900380402817895
TX,300,23.76390464043641
TX,301,23.51322508235929
TX,302,23.283626232419508
TX,303,23.067357088697353
TX,304,22.881377181444048
TX,305,22.90730650139693
TX,306,23.487755033368607
TX,307,24.469729565821666
TX,308,24.486538152197316
TX,309,24.036152929500663
TX,310,23.44144093752104
TX,311,22.643449397928006
TX,312,21.770294546698192
TX,313,21.143168448074135
TX,314,20.64921618870461
TX,315,20.314743696863236
TX,316,20.152954623993256
TX,317,20.156433797974948
TX,318,20.427601320371352
TX,319,21.342602767057546
TX,320,22.653394985174454
TX,321,23.680444341109542
TX,322,23.942026918371987
TX,323,23.915272662713058
TX,324,23.79294821627688
TX,325,23.57877291545729
TX,326,23.37227615832697
TX,327,23.19971007870763
TX,328,23.042315976793176
TX,329,23.08060233904564
TX,330,23.623326197422863
TX,331,24.563317964415475
TX,332,24.576494141895328
TX,333,24.116255708479578
TX,334,23.542733560272975
TX,335,22.7415458915223
TX,336,21.913631554853342
TX,337,21.816850603092334
TX,338,21.322136519216254
TX,339,20.955815883545053
TX,340,20.78607101443756
TX,341,20.779236767230593
TX,342,21.059247893321427
TX,343,21.884512174788966
TX,344,23.145994847080317
TX,345,24.067815866824382
TX,346,24.325875942760963
TX,347,24.273419360664057
TX,348,24.105314251335233
TX,349,23.878783224173628
TX,350,23.676513325102835
TX,351,23.44735014394139
TX,352,23.27197806098605
TX,353,23.337895509940328
TX,354,23.97048997604151
TX,355,24.982027856445832
TX,356,25.012375167588885
TX,357,24.571824438014115
TX,358,24.00999480325206
TX,359,23.19308212537778
TX,360,22.35008709105299
TX,361,21.857291460955114
TX,362,21.397871155360537
TX,363,21.037271555222297
TX,364,20.883526184741736
TX,365,20.883422613975537
TX,366,21.177827617210927
TX,367,21.972757188397345
TX,368,23.21444253591692
TX,369,24.155660794324117
TX,370,24.45152907912762
TX,371,24.427741454531702
TX,372,24.34492136829816
TX,373,24.122053568512715
TX,374,23.94398269969592
TX,375,23.75483572726202
TX,376,23.602755255583162
TX,377,23.63675392724289
TX,378,24.218773305584083
TX,379,25.21959498265557
TX,380,25.240560131830392
TX,381,24.821775709761692
TX,382,24.247493576641748
TX,383,23.443570592507925
TX,384,22.57571268670337
TX,385,21.299104623149567
TX,386,20.79105380366884
TX,387,20.43478214841676
TX,388,20.254414863894226
TX,389,20.2472551636426
TX,390,20.557018952329006
TX,391,21.45368603723728
TX,392,22.76119888085428
TX,393,23.764622474866435
TX,394,24.042644396179696
TX,395,24.045723847572418
TX,396,23.952403089896407
TX,397,23.779140272870677
TX,398,23.598265121919525
TX,399,23.41858786644381
TX,400,23.241782266940387
TX,401,23.286171001620186
TX,402,23.848805515670502
TX,403,24.825610185381315
TX,404,24.870058244440788
TX,405,24.436912494493335
TX,406,23.854921768561226
TX,407,23.043801384957135
TX,408,22.170545645171412
TX,409,21.756524304405808
TX,410,21.274206252904545
TX,411,20.938483091575954
TX,412,20.78341321468089
TX,413,20.804622330445863
TX,414,21.143496558467486
TX,415,22.11219277006231
TX,416,23.537162396791032
TX,417,24.60893084908841
TX,418,24.88352619746381
TX,419,24.85308471636043
TX,420,24.708657602819503
TX,421,24.498315671324317
TX,422,24.299318064023026
TX,423,24.12700628909053
TX,424,23.948684278396865
TX,425,23.97976884414094
TX,426,24.520831289625928
TX,427,25.46501796328223
TX,428,25.484311231307654
TX,429,25.042428395649978
TX,430,24.458481213666854
TX,431,23.650212004530182
TX,432,22.780595720126456
TX,433,22.11413248671433
TX,434,21.615691500778365
TX,435,21.237687829511735
TX,436,21.039770582264573
TX,437,21.014105000882484
TX,438,21.290443391215607
TX,439,22.13131626711137
TX,440,23.408968013810004
TX,441,24.375460904898855
TX,442,24.61860739088873
TX,443,24.561358943676186
TX,444,24.413718786762463
TX,445,24.185598694334676
TX,446,23.98060337165063
TX,447,23.799411173750496
TX,448,23.647143042414577
TX,449,23.691419757983432
TX,450,24.276416475990175
TX,451,25.29653088333433
TX,452,25.383560205687143
TX,453,24.966362037300463
TX,454,24.438754810604387
TX,455,23.672320286001092
TX,456,22.843329752925676
TX,457,22.349705467859057
TX,458,21.890980300259574
TX,459,21.585126256898008
TX,460,21.389732835432255
TX,461,21.40968655702129
TX,462,21.70942455935316
TX,463,22.58120199573513
TX,464,23.892942615908908
TX,465,24.84181759297537
TX,466,25.03500222877199
TX,467,24.885408344653523
TX,468,24.662829822049908
TX,469,24.401383547789905
TX,470,24.138566996572315
TX,471,23.905782451043812
TX,472,23.732146689693487
TX,473,23.76225031711406
TX,474,24.336191989919715
TX,475,25.34371535991683
TX,476,25.4131505435344
TX,477,24.973847331471806
TX,478,24.412539965761745
TX,479,23.649722757238752
TX,480,22.793181676923638
TX,481,21.703950800421936
TX,482,21.228096558449202
TX,483,20.89911247329345
TX,484,20.720485966891815
TX,485,20.70516333211279
TX,486,20.995671269030918
TX,487,21.89703546566213
TX,488,23.197881047832894
TX,489,24.173592488566936
TX,490,24.373733365682973
TX,491,24.27590693701821
TX,492,24.11485925563358
TX,493,23.85770482804956
TX,494,23.619527093928866
TX,495,23.39946214316453
TX,496,23.206616623836968
TX,497,23.221661908057634
TX,498,23.746217197095188
TX,499,24.697678952041812
TX,500,24.727802463959286
TX,501,24.291833510438043
TX,502,23.695758945703712
TX,503,22.907977994840827
TX,504,22.04337628276121
TX,505,21.92936048003814
TX,506,21.43666895888309
TX,507,21.09317341693244
TX,508,20.90404379550904
TX,509,20.89981428932096
TX,510,21.178927523689218
TX,511,22.026226640351208
TX,512,23.256673736909395
TX,513,24.199847614718166
TX,514,24.450982984324916
TX,515,24.41870453402441
TX,516,24.251471704459313
TX,517,24.021589437207556
TX,518,23.783642317761363
TX,519,23.598916985908172
TX,520,23.441423615141673
TX,521,23.490530356135125
TX,522,24.04050359825103
TX,523,25.030082350047813
TX,524,25.108597170812082
TX,525,24.66496877862965
TX,526,24.113937039534296
TX,527,23.34220411967061
TX,528,22.48711140898892
TX,529,21.64520117386912
TX,530,21.17785298155319
TX,531,20.844265700253516
TX,532,20.679244359171587
TX,533,20.667133613368552
TX,534,20.93556400313328
TX,535,21.776868310296088
TX,536,23.037596887857582
TX,537,24.015572573811323
TX,538,24.271479370035028
TX,539,24.236580504378527
TX,540,24.095837369497392
TX,541,23.869682401383447
TX,542,23.635482733131262
TX,543,23.414688860653495
TX,544,23.248066565083704
TX,545,23.296100361658823
TX,546,23.819550107642403
TX,547,24.831750953325418
TX,548,24.910453702818508
TX,549,24.46080934229368
TX,550,23.867410510041996
TX,551,23.050879696371027
TX,552,22.167889280924378
TX,553,21.328864372504416
TX,554,20.84970985626334
TX,555,20.50701259544914
TX,556,20.391279312942867
TX,557,20.41299680454473
TX,558,20.741901742245336
TX,559,21.67930192199191
TX,560,23.004449029433907
TX,561,24.008953793436117
TX,562,24.233951055893154
TX,563,24.183755123524424
TX,564,24.02769529264614
TX,565,23.8200523175645
TX,566,23.61771993068393
TX,567,23.437578853443444
TX,568,23.268536243608818
TX,569,23.288952576912024
TX,570,23.86074856555302
TX,571,24.89117183086519
TX,572,25.02507158277382
TX,573,24.61660788323523
TX,574,24.062521271414628
TX,575,23.284311023991712
TX,576,22.46766777279212
TX,577,22.117315133248546
TX,578,21.68447909811222
TX,579,21.378378473626228
TX,580,21.23513584053315
TX,581,21.28160367958577
TX,582,21.644364160374412
TX,583,22.598591500045664
TX,584,24.01975064977562
TX,585,25.067362081898214
TX,586,25.3281826032606
TX,587,25.285866076592402
TX,588,25.098047869741485
TX,589,24.864018416511318
TX,590,24.630400856577005
TX,591,24.440342906954704
TX,592,24.25224945366635
TX,593,24.243546163423602
TX,594,24.766610745191397
TX,595,25.71738964465585
TX,596,25.778641408376195
TX,597,25.347996972948206
TX,598,24.772453491599858
TX,599,23.967176006160077
TX,600,23.147430737862976
TX,601,22.470866795293556
TX,602,21.97283813872421
TX,603,21.608587385393953
TX,604,21.410131272671784
TX,605,21.374281219135245
TX,606,21.700079305683804
TX,607,22.59564818891405
TX,608,23.89930900729744
TX,609,24.859847797613323
TX,610,25.07248008000019
TX,611,24.966415345889175
TX,612,24.75251110684088
TX,613,24.458183144766746
TX,614,24.18133819674367
TX,615,23.938440626117277
TX,616,23.725184744010285
TX,617,23.745380160201655
TX,618,24.28508207999982
TX,619,25.296991904609524
TX,620,25.4022513303882
TX,621,24.97813236476087
TX,622,24.404084116641595
TX,623,23.59792407813922
TX,624,22.71960190612691
TX,625,21.52014770537236
TX,626,21.05287384469422
TX,627,20.70032917333673
TX,628,20.543528724425435
TX,629,20.52807155941393
TX,630,20.878305641220713
TX,631,21.786897544771172
TX,632,23.111243067434625
TX,633,24.081896792300487
TX,634,24.32008752816439
TX,635,24.2623770547449
TX,636,24.07226032481259
TX,637,23.831811778111007
TX,638,23.610414520815937
TX,639,23.400392434983253
TX,640,23.220774644036478
TX,641,23.25203102650113
TX,642,23.826789345783975
TX,643,24.844214615603168
TX,644,24.970816760146665
TX,645,24.56538522882887
TX,646,24.002495727563193
TX,647,23.236504337017966
TX,648,22.402437965105182
TX,649,21.716818167878337
TX,650,21.227529203117765
TX,651,20.906266440936843
TX,652,20.751608207459327
TX,653,20.758712818646792
TX,654,21.089359621759638
TX,655,21.97399077397232
TX,656,23.27285120767859
TX,657,24.269023231282873
TX,658,24.490001270539086
TX,659,24.40806732275142
TX,660,24.22930016676249
TX,661,23.967351715647172
TX,662,23.71808659201955
TX,663,23.503098717474625
TX,664,23.3245996106256
TX,665,23.32444991461287
TX,666,23.849344783656807
TX,667,24.846011001015388
TX,668,24.96910218588619
TX,669,24.514730093709158
TX,670,23.936109470573157
TX,671,23.173315868776942
TX,672,22.336306146154577
TX,673,21.61257737751173
TX,674,21.098745045619218
TX,675,20.743140907293387
TX,676,20.572526880422117
TX,677,20.58527852066544
TX,678,20.911317192617275
TX,679,21.80634927775913
TX,680,23.058066746020625
TX,681,24.02379040871108
TX,682,24.28414705430884
TX,683,24.2368789857751
TX,684,24.06989429409356
TX,685,23.83431016271145
TX,686,23.641406084434518
TX,687,23.465108243103398
TX,688,23.3189805232911
TX,689,23.329729700923078
TX,690,23.89778745985674
TX,691,24.882297703910346
TX,692,25.030659457719583
TX,693,24.608356501121474
TX,694,24.087120851101474
TX,695,23.341705906001845
TX,696,22.548683104904224
TX,697,22.204340801229332
TX,698,21.729755375448462
TX,699,21.38140451113101
TX,700,21.207891360282588
TX,701,21.18949849079519
TX,702,21.488798467922066
TX,703,22.330937586096894
TX,704,23.506129413739494
TX,705,24.38462803954327
TX,706,24.596188246211955
TX,707,24.498160245527135
TX,708,24.314458005807737
TX,709,24.089898244989058
TX,710,23.880590608156886
TX,711,23.703515572605724
TX,712,23.54306017331533
TX,713,23.564771534473586
TX,714,24.140186057301996
TX,715,25.16510977422794
TX,716,25.29352382715435
TX,717,24.866106834816705
TX,718,24.29383214696121
TX,719,23.543081358563327
TX,720,22.730760838790065
TX,721,22.006371326964434
TX,722,21.569513051680687
TX,723,21.21544270296261
TX,724,21.05320360463051
TX,725,21.05938737277722
TX,726,21.340562904765793
TX,727,22.206660023964176
TX,728,23.452067130569972
TX,729,24.342821401325775
TX,730,24.52063281091869
TX,731,24.393171787123396
TX,732,24.204806993808365
TX,733,23.953538101800323
TX,734,23.711599764950307
TX,735,23.502737146441614
TX,736,23.31857476984715
TX,737,23.3260190463862
TX,738,23.846276482911293
TX,739,24.83607895589137
TX,740,24.99779413934734
TX,741,24.567271066471896
TX,742,23.989759630583645
TX,743,23.181853505228432
TX,744,22.29912362924155
TX,745,21.554110058518045
TX,746,21.088299235196935
TX,747,20.776737293700766
TX,748,20.619978466186375
TX,749,20.664002956535782
TX,750,20.98198491072499
TX,751,21.923388898408344
TX,752,23.357771324490056
TX,753,24.28172747577231
TX,754,24.425958529797327
TX,755,24.22292707544798
TX,756,23.984020919642216
TX,757,23.669354832222492
TX,758,23.402936343168406
TX,759,23.157086430087062
TX,760,22.926428696382093
TX,761,22.878522344109356
TX,762,23.25483778450704
TX,763,24.10072440949775
TX,764,24.621651258407628
TX,765,24.28381079210672
TX,766,23.751414179364993
TX,767,22.990265511414762
TX,768,22.17610347325411
TX,769,21.58678755146094
TX,770,21.1073708036633
TX,771,20.777367046307262
TX,772,20.61647896113302
TX,773,20.640027969120514
TX,774,20.923650326978688
TX,775,21.83820704002987
TX,776,23.211442577685126
TX,777,24.09716079970069
TX,778,24.19580378911807
TX,779,23.942798947747164
TX,780,23.617369422040966
TX,781,23.26038421883685
TX,782,22.934874280482166
TX,783,22.686877751810204
TX,784,22.446756147355348
TX,785,22.442453785655363
TX,786,22.90414322773232
TX,787,23.811388763679528
TX,788,24.396251594039324
TX,789,24.112033796756858
TX,790,23.62212860700893
TX,791,22.893170799640746
TX,792,22.147670807928588
TX,793,22.646676998410218
TX,794,22.175446520172166
TX,795,21.861633016055723
TX,796,21.71035716871594
TX,797,21.73224047822804
TX,798,22.038608905805866
TX,799,22.911637126253154
TX,800,24.194602214083144
TX,801,25.052327434626708
TX,802,25.208538062215222
TX,803,25.065681410789615
TX,804,24.83661433192941
TX,805,24.549221735263743
TX,806,24.26536816068649
TX,807,24.01765200077237
TX,808,23.75819987898819
TX,809,23.715958470608733
TX,810,24.095126663769495
TX,811,24.90699376822118
TX,812,25.37770185837668
TX,813,25.05683781793852
TX,814,24.548540384175684
TX,815,23.82786349309917
TX,816,23.064227492613128
TX,817,22.49529387821246
TX,818,22.019778159893132
TX,819,21.711739008533332
TX,820,21.57160600282632
TX,821,21.60197835345084
TX,822,21.92369935941687
TX,823,22.805430932432223
TX,824,24.16200654073118
TX,825,25.051186815985062
TX,826,25.222425670438955
TX,827,25.057136355115503
TX,828,24.80639243552773
TX,829,24.492313411849548
TX,830,24.17001150279848
TX,831,23.857930914638846
TX,832,23.587716801709476
TX,833,23.52133566367354
TX,834,23.888463281374616
TX,835,24.741773898313244
TX,836,25.31458778401427
TX,837,25.028151885870486
TX,838,24.499011891253716
TX,839,23.7544062938442
TX,840,22.957473547106748
TX,841,21.85501505766055
TX,842,21.39251147029367
TX,843,21.092284084375603
TX,844,20.959934829738803
TX,845,20.987096934490403
TX,846,21.29419593086748
TX,847,22.131980493672557
TX,848,23.410083278844144
TX,849,24.211457049991107
TX,850,24.33771674435857
TX,851,24.14440300924453
TX,852,23.849314529537477
TX,853,23.529628042843168
TX,854,23.203989977812267
TX,855,22.89028759935875
TX,856,22.64683998456316
TX,857,22.60658510128741
TX,858,23.025063436492562
TX,859,23.925468563677356
TX,860,24.525837066250702
TX,861,24.24189005382975
TX,862,23.72040095606691
TX,863,22.96377607276952
TX,864,22.149264433363264
TX,865,21.188025282499378
TX,866,20.716894029294743
TX,867,20.43764507443758
TX,868,20.313560093907228
TX,869,20.35644490219099
TX,870,20.68451205977771
TX,871,21.58588330082444
TX,872,22.900653283325312
TX,873,23.742711586712606
TX,874,23.930789903753332
TX,875,23.81648605728879
TX,876,23.610394570654368
TX,877,23.32771859856443
TX,878,23.07510896836664
TX,879,22.869223158705122
TX,880,22.72779538883343
TX,881,22.727880455369753
TX,882,23.119649267015806
TX,883,23.977963328039237
TX,884,24.548086580614246
TX,885,24.24094269966398
TX,886,23.719850297767028
TX,887,22.96830247582833
TX,888,22.14884292565254
TX,889,21.337858030208587
TX,890,20.8918694744619
TX,891,20.578620600021196
TX,892,20.454335524828615
TX,893,20.48145273240951
TX,894,20.781334013820583
TX,895,21.712581079371773
TX,896,23.054298308408235
TX,897,23.897644203931467
TX,898,24.02175676444891
TX,899,23.859409056736727
TX,900,23.653199645148835
TX,901,23.374992803836353
TX,902,23.107015712672673
TX,903,22.863993666434286
TX,904,22.647833328536233
TX,905,22.648147883886477
TX,906,23.08881117736574
TX,907,23.987043403254308
TX,908,24.574667690996616
TX,909,24.307831808812892
TX,910,23.811152356957106
TX,911,23.070155047950333
TX,912,22.257011599762162
TX,913,22.254015034002283
TX,914,21.80759875365276
TX,915,21.506860160295805
TX,916,21.392096642902104
TX,917,21.428077948881246
TX,918,21.768451210827166
TX,919,22.761325660137746
TX,920,24.20082782778786
TX,921,25.016926660283186
TX,922,25.071369719928686
TX,923,24.78695427052633
TX,924,24.487626229643215
TX,925,24.148931332857295
TX,926,23.82520893159189
TX,927,23.55130762780415
TX,928,23.28802844846478
TX,929,23.23084522046939
TX,930,23.62352679183421
TX,931,24.446367019365834
TX,932,25.04856222212853
TX,933,24.767910173247756
TX,934,24.253279405235705
TX,935,23.533014843321396
TX,936,22.75150457296544
TX,937,22.049544469470316
TX,938,21.567664017417535
TX,939,21.241241481345487
TX,940,21.1033834781819
TX,941,21.105740920053734
TX,942,21.403868603544833
TX,943,22.32722447236971
TX,944,23.670396461276106
TX,945,24.546347011046713
TX,946,24.67922106085894
TX,947,24.506077476481458
TX,948,24.26029001090965
TX,949,23.96415018575543
TX,950,23.68161803689315
TX,951,23.424224917220503
TX,952,23.21574431448632
TX,953,23.176758510349767
TX,954,23.532780644232542
TX,955,24.35085048109015
TX,956,24.9462565804342
TX,957,24.675435337981583
TX,958,24.179209491843327
TX,959,23.44513824659026
TX,960,22.641587850606506
TX,961,21.923438255979704
TX,962,21.465015806668404
TX,963,21.18254083041567
TX,964,21.057524574817194
TX,965,21.104821487842834
TX,966,21.447529544624164
TX,967,22.351075028852197
TX,968,23.704325796217287
TX,969,24.567586589123728
TX,970,24.67099987677307
TX,971,24.493626020823992
TX,972,24.26192849706228
TX,973,23.96929927733643
TX,974,23.70500412230172
TX,975,23.46092936385215
TX,976,23.22946893805989
TX,977,23.16054233658039
TX,978,23.511514605520667
TX,979,24.328872357593937
TX,980,24.88957172930744
TX,981,24.583117848396274
TX,982,24.040287222366537
TX,983,23.269573341332734
TX,984,22.457540724174155
TX,985,22.001893243660803
TX,986,21.533755550250238
TX,987,21.230989300236445
TX,988,21.081289812810592
TX,989,21.099585966499358
TX,990,21.386501865232272
TX,991,22.310380261124035
TX,992,23.68495649634411
TX,993,24.528254788809612
TX,994,24.65205710732177
TX,995,24.487758312110252
TX,996,24.248922498636887
TX,997,23.929856411637953
TX,998,23.651280293986726
TX,999,23.4032532262034
TX,1000,23.16305974686707
TX,1001,23.111617288868416
TX,1002,23.467897595825825
TX,1003,24.255699907294275
TX,1004,24.84182141441747
TX,1005,24.56785448957223
TX,1006,24.06573198731
TX,1007,23.356699264450324
TX,1008,22.56507394299065
TX,1009,22.034823893860597
TX,1010,21.578238091960014
TX,1011,21.276881106020102
TX,1012,21.13940819607734
TX,1013,21.15544911211209
TX,1014,21.46526191379591
TX,1015,22.300737335794338
TX,1016,23.55041428134875
TX,1017,24.2938775047534
TX,1018,24.368382560631872
TX,1019,24.15154698305614
TX,1020,23.865484736743934
TX,1021,23.53822150596185
TX,1022,23.239049038034864
TX,1023,22.975478068166694
TX,1024,22.720514716874938
TX,1025,22.683626101044624
TX,1026,23.09955783805459
TX,1027,23.984789779536555
TX,1028,24.630566312822776
TX,1029,24.379596310453145
TX,1030,23.89618130083437
TX,1031,23.200085803028156
TX,1032,22.420732804975298
TX,1033,21.965083268799102
TX,1034,21.54367026794029
TX,1035,21.257110135193294
TX,1036,21.102602090415886
TX,1037,21.08206782259675
TX,1038,21.416688480446485
TX,1039,22.28096221647162
TX,1040,23.58658348265477
TX,1041,24.327817143417175
TX,1042,24.42716303336615
TX,1043,24.189810726481724
TX,1044,23.87929479141944
TX,1045,23.540460197266828
TX,1046,23.231679573742138
TX,1047,22.977261542002175
TX,1048,22.75790925734156
TX,1049,22.731452886286757
TX,1050,23.155628586670705
TX,1051,23.98644661574882
TX,1052,24.609226873791165
TX,1053,24.361901393410797
TX,1054,23.897321590750593
TX,1055,23.133595545340643
TX,1056,22.353840309141777
TX,1057,22.00077362803884
TX,1058,21.5793610617007
TX,1059,21.287042515150542
TX,1060,21.160417319963408
TX,1061,21.169685390951436
TX,1062,21.478187990504534
TX,1063,22.41738577558044
TX,1064,23.796168784670876
TX,1065,24.633385924948676
TX,1066,24.763940590964673
TX,1067,24.5897563907293
TX,1068,24.357242089394674
TX,1069,24.082943419981383
TX,1070,23.80731729409725
