source_region,destination_region,season,year,TranLimit
1,17,1.0,2023,0.82
1,17,1.0,2024,0.82
1,17,1.0,2025,0.82
1,17,1.0,2026,0.82
1,17,1.0,2027,0.82
1,17,1.0,2028,0.82
1,17,1.0,2029,0.82
1,17,1.0,2030,0.82
1,17,1.0,2031,0.82
1,17,1.0,2032,0.82
1,17,1.0,2033,0.82
1,17,1.0,2034,0.82
1,17,1.0,2035,0.82
1,17,1.0,2036,0.82
1,17,1.0,2037,0.82
1,17,1.0,2038,0.82
1,17,1.0,2039,0.82
1,17,1.0,2040,0.82
1,17,1.0,2041,0.82
1,17,1.0,2042,0.82
1,17,1.0,2043,0.82
1,17,1.0,2044,0.82
1,17,1.0,2045,0.82
1,17,1.0,2046,0.82
1,17,1.0,2047,0.82
1,17,1.0,2048,0.82
1,17,1.0,2049,0.82
1,17,1.0,2050,0.82
1,17,2.0,2023,0.82
1,17,2.0,2024,0.82
1,17,2.0,2025,0.82
1,17,2.0,2026,0.82
1,17,2.0,2027,0.82
1,17,2.0,2028,0.82
1,17,2.0,2029,0.82
1,17,2.0,2030,0.82
1,17,2.0,2031,0.82
1,17,2.0,2032,0.82
1,17,2.0,2033,0.82
1,17,2.0,2034,0.82
1,17,2.0,2035,0.82
1,17,2.0,2036,0.82
1,17,2.0,2037,0.82
1,17,2.0,2038,0.82
1,17,2.0,2039,0.82
1,17,2.0,2040,0.82
1,17,2.0,2041,0.82
1,17,2.0,2042,0.82
1,17,2.0,2043,0.82
1,17,2.0,2044,0.82
1,17,2.0,2045,0.82
1,17,2.0,2046,0.82
1,17,2.0,2047,0.82
1,17,2.0,2048,0.82
1,17,2.0,2049,0.82
1,17,2.0,2050,0.82
1,17,3.0,2023,0.82
1,17,3.0,2024,0.82
1,17,3.0,2025,0.82
1,17,3.0,2026,0.82
1,17,3.0,2027,0.82
1,17,3.0,2028,0.82
1,17,3.0,2029,0.82
1,17,3.0,2030,0.82
1,17,3.0,2031,0.82
1,17,3.0,2032,0.82
1,17,3.0,2033,0.82
1,17,3.0,2034,0.82
1,17,3.0,2035,0.82
1,17,3.0,2036,0.82
1,17,3.0,2037,0.82
1,17,3.0,2038,0.82
1,17,3.0,2039,0.82
1,17,3.0,2040,0.82
1,17,3.0,2041,0.82
1,17,3.0,2042,0.82
1,17,3.0,2043,0.82
1,17,3.0,2044,0.82
1,17,3.0,2045,0.82
1,17,3.0,2046,0.82
1,17,3.0,2047,0.82
1,17,3.0,2048,0.82
1,17,3.0,2049,0.82
1,17,3.0,2050,0.82
2,15,1.0,2023,3.6
2,15,1.0,2024,3.6
2,15,1.0,2025,3.6
2,15,1.0,2026,3.6
2,15,1.0,2027,3.6
2,15,1.0,2028,3.6
2,15,1.0,2029,3.6
2,15,1.0,2030,3.6
2,15,1.0,2031,3.6
2,15,1.0,2032,3.6
2,15,1.0,2033,3.6
2,15,1.0,2034,3.6
2,15,1.0,2035,3.6
2,15,1.0,2036,3.6
2,15,1.0,2037,3.6
2,15,1.0,2038,3.6
2,15,1.0,2039,3.6
2,15,1.0,2040,3.6
2,15,1.0,2041,3.6
2,15,1.0,2042,3.6
2,15,1.0,2043,3.6
2,15,1.0,2044,3.6
2,15,1.0,2045,3.6
2,15,1.0,2046,3.6
2,15,1.0,2047,3.6
2,15,1.0,2048,3.6
2,15,1.0,2049,3.6
2,15,1.0,2050,3.6
2,15,2.0,2023,3.6
2,15,2.0,2024,3.6
2,15,2.0,2025,3.6
2,15,2.0,2026,3.6
2,15,2.0,2027,3.6
2,15,2.0,2028,3.6
2,15,2.0,2029,3.6
2,15,2.0,2030,3.6
2,15,2.0,2031,3.6
2,15,2.0,2032,3.6
2,15,2.0,2033,3.6
2,15,2.0,2034,3.6
2,15,2.0,2035,3.6
2,15,2.0,2036,3.6
2,15,2.0,2037,3.6
2,15,2.0,2038,3.6
2,15,2.0,2039,3.6
2,15,2.0,2040,3.6
2,15,2.0,2041,3.6
2,15,2.0,2042,3.6
2,15,2.0,2043,3.6
2,15,2.0,2044,3.6
2,15,2.0,2045,3.6
2,15,2.0,2046,3.6
2,15,2.0,2047,3.6
2,15,2.0,2048,3.6
2,15,2.0,2049,3.6
2,15,2.0,2050,3.6
2,15,3.0,2023,3.6
2,15,3.0,2024,3.6
2,15,3.0,2025,3.6
2,15,3.0,2026,3.6
2,15,3.0,2027,3.6
2,15,3.0,2028,3.6
2,15,3.0,2029,3.6
2,15,3.0,2030,3.6
2,15,3.0,2031,3.6
2,15,3.0,2032,3.6
2,15,3.0,2033,3.6
2,15,3.0,2034,3.6
2,15,3.0,2035,3.6
2,15,3.0,2036,3.6
2,15,3.0,2037,3.6
2,15,3.0,2038,3.6
2,15,3.0,2039,3.6
2,15,3.0,2040,3.6
2,15,3.0,2041,3.6
2,15,3.0,2042,3.6
2,15,3.0,2043,3.6
2,15,3.0,2044,3.6
2,15,3.0,2045,3.6
2,15,3.0,2046,3.6
2,15,3.0,2047,3.6
2,15,3.0,2048,3.6
2,15,3.0,2049,3.6
2,15,3.0,2050,3.6
3,4,1.0,2023,0.888
3,4,1.0,2024,0.888
3,4,1.0,2025,0.888
3,4,1.0,2026,0.888
3,4,1.0,2027,0.888
3,4,1.0,2028,0.888
3,4,1.0,2029,0.888
3,4,1.0,2030,0.888
3,4,1.0,2031,0.888
3,4,1.0,2032,0.888
3,4,1.0,2033,0.888
3,4,1.0,2034,0.888
3,4,1.0,2035,0.888
3,4,1.0,2036,0.888
3,4,1.0,2037,0.888
3,4,1.0,2038,0.888
3,4,1.0,2039,0.888
3,4,1.0,2040,0.888
3,4,1.0,2041,0.888
3,4,1.0,2042,0.888
3,4,1.0,2043,0.888
3,4,1.0,2044,0.888
3,4,1.0,2045,0.888
3,4,1.0,2046,0.888
3,4,1.0,2047,0.888
3,4,1.0,2048,0.888
3,4,1.0,2049,0.888
3,4,1.0,2050,0.888
3,4,2.0,2023,0.888
3,4,2.0,2024,0.888
3,4,2.0,2025,0.888
3,4,2.0,2026,0.888
3,4,2.0,2027,0.888
3,4,2.0,2028,0.888
3,4,2.0,2029,0.888
3,4,2.0,2030,0.888
3,4,2.0,2031,0.888
3,4,2.0,2032,0.888
3,4,2.0,2033,0.888
3,4,2.0,2034,0.888
3,4,2.0,2035,0.888
3,4,2.0,2036,0.888
3,4,2.0,2037,0.888
3,4,2.0,2038,0.888
3,4,2.0,2039,0.888
3,4,2.0,2040,0.888
3,4,2.0,2041,0.888
3,4,2.0,2042,0.888
3,4,2.0,2043,0.888
3,4,2.0,2044,0.888
3,4,2.0,2045,0.888
3,4,2.0,2046,0.888
3,4,2.0,2047,0.888
3,4,2.0,2048,0.888
3,4,2.0,2049,0.888
3,4,2.0,2050,0.888
3,4,3.0,2023,0.888
3,4,3.0,2024,0.888
3,4,3.0,2025,0.888
3,4,3.0,2026,0.888
3,4,3.0,2027,0.888
3,4,3.0,2028,0.888
3,4,3.0,2029,0.888
3,4,3.0,2030,0.888
3,4,3.0,2031,0.888
3,4,3.0,2032,0.888
3,4,3.0,2033,0.888
3,4,3.0,2034,0.888
3,4,3.0,2035,0.888
3,4,3.0,2036,0.888
3,4,3.0,2037,0.888
3,4,3.0,2038,0.888
3,4,3.0,2039,0.888
3,4,3.0,2040,0.888
3,4,3.0,2041,0.888
3,4,3.0,2042,0.888
3,4,3.0,2043,0.888
3,4,3.0,2044,0.888
3,4,3.0,2045,0.888
3,4,3.0,2046,0.888
3,4,3.0,2047,0.888
3,4,3.0,2048,0.888
3,4,3.0,2049,0.888
3,4,3.0,2050,0.888
3,12,1.0,2023,1.996
3,12,1.0,2024,1.996
3,12,1.0,2025,1.996
3,12,1.0,2026,1.996
3,12,1.0,2027,1.996
3,12,1.0,2028,1.996
3,12,1.0,2029,1.996
3,12,1.0,2030,1.996
3,12,1.0,2031,1.996
3,12,1.0,2032,1.996
3,12,1.0,2033,1.996
3,12,1.0,2034,1.996
3,12,1.0,2035,1.996
3,12,1.0,2036,1.996
3,12,1.0,2037,1.996
3,12,1.0,2038,1.996
3,12,1.0,2039,1.996
3,12,1.0,2040,1.996
3,12,1.0,2041,1.996
3,12,1.0,2042,1.996
3,12,1.0,2043,1.996
3,12,1.0,2044,1.996
3,12,1.0,2045,1.996
3,12,1.0,2046,1.996
3,12,1.0,2047,1.996
3,12,1.0,2048,1.996
3,12,1.0,2049,1.996
3,12,1.0,2050,1.996
3,12,2.0,2023,1.996
3,12,2.0,2024,1.996
3,12,2.0,2025,1.996
3,12,2.0,2026,1.996
3,12,2.0,2027,1.996
3,12,2.0,2028,1.996
3,12,2.0,2029,1.996
3,12,2.0,2030,1.996
3,12,2.0,2031,1.996
3,12,2.0,2032,1.996
3,12,2.0,2033,1.996
3,12,2.0,2034,1.996
3,12,2.0,2035,1.996
3,12,2.0,2036,1.996
3,12,2.0,2037,1.996
3,12,2.0,2038,1.996
3,12,2.0,2039,1.996
3,12,2.0,2040,1.996
3,12,2.0,2041,1.996
3,12,2.0,2042,1.996
3,12,2.0,2043,1.996
3,12,2.0,2044,1.996
3,12,2.0,2045,1.996
3,12,2.0,2046,1.996
3,12,2.0,2047,1.996
3,12,2.0,2048,1.996
3,12,2.0,2049,1.996
3,12,2.0,2050,1.996
3,12,3.0,2023,1.996
3,12,3.0,2024,1.996
3,12,3.0,2025,1.996
3,12,3.0,2026,1.996
3,12,3.0,2027,1.996
3,12,3.0,2028,1.996
3,12,3.0,2029,1.996
3,12,3.0,2030,1.996
3,12,3.0,2031,1.996
3,12,3.0,2032,1.996
3,12,3.0,2033,1.996
3,12,3.0,2034,1.996
3,12,3.0,2035,1.996
3,12,3.0,2036,1.996
3,12,3.0,2037,1.996
3,12,3.0,2038,1.996
3,12,3.0,2039,1.996
3,12,3.0,2040,1.996
3,12,3.0,2041,1.996
3,12,3.0,2042,1.996
3,12,3.0,2043,1.996
3,12,3.0,2044,1.996
3,12,3.0,2045,1.996
3,12,3.0,2046,1.996
3,12,3.0,2047,1.996
3,12,3.0,2048,1.996
3,12,3.0,2049,1.996
3,12,3.0,2050,1.996
3,18,1.0,2023,0.429
3,18,1.0,2024,0.429
3,18,1.0,2025,0.429
3,18,1.0,2026,0.429
3,18,1.0,2027,0.429
3,18,1.0,2028,0.429
3,18,1.0,2029,0.429
3,18,1.0,2030,0.429
3,18,1.0,2031,0.429
3,18,1.0,2032,0.429
3,18,1.0,2033,0.429
3,18,1.0,2034,0.429
3,18,1.0,2035,0.429
3,18,1.0,2036,0.429
3,18,1.0,2037,0.429
3,18,1.0,2038,0.429
3,18,1.0,2039,0.429
3,18,1.0,2040,0.429
3,18,1.0,2041,0.429
3,18,1.0,2042,0.429
3,18,1.0,2043,0.429
3,18,1.0,2044,0.429
3,18,1.0,2045,0.429
3,18,1.0,2046,0.429
3,18,1.0,2047,0.429
3,18,1.0,2048,0.429
3,18,1.0,2049,0.429
3,18,1.0,2050,0.429
3,18,2.0,2023,0.429
3,18,2.0,2024,0.429
3,18,2.0,2025,0.429
3,18,2.0,2026,0.429
3,18,2.0,2027,0.429
3,18,2.0,2028,0.429
3,18,2.0,2029,0.429
3,18,2.0,2030,0.429
3,18,2.0,2031,0.429
3,18,2.0,2032,0.429
3,18,2.0,2033,0.429
3,18,2.0,2034,0.429
3,18,2.0,2035,0.429
3,18,2.0,2036,0.429
3,18,2.0,2037,0.429
3,18,2.0,2038,0.429
3,18,2.0,2039,0.429
3,18,2.0,2040,0.429
3,18,2.0,2041,0.429
3,18,2.0,2042,0.429
3,18,2.0,2043,0.429
3,18,2.0,2044,0.429
3,18,2.0,2045,0.429
3,18,2.0,2046,0.429
3,18,2.0,2047,0.429
3,18,2.0,2048,0.429
3,18,2.0,2049,0.429
3,18,2.0,2050,0.429
3,18,3.0,2023,0.429
3,18,3.0,2024,0.429
3,18,3.0,2025,0.429
3,18,3.0,2026,0.429
3,18,3.0,2027,0.429
3,18,3.0,2028,0.429
3,18,3.0,2029,0.429
3,18,3.0,2030,0.429
3,18,3.0,2031,0.429
3,18,3.0,2032,0.429
3,18,3.0,2033,0.429
3,18,3.0,2034,0.429
3,18,3.0,2035,0.429
3,18,3.0,2036,0.429
3,18,3.0,2037,0.429
3,18,3.0,2038,0.429
3,18,3.0,2039,0.429
3,18,3.0,2040,0.429
3,18,3.0,2041,0.429
3,18,3.0,2042,0.429
3,18,3.0,2043,0.429
3,18,3.0,2044,0.429
3,18,3.0,2045,0.429
3,18,3.0,2046,0.429
3,18,3.0,2047,0.429
3,18,3.0,2048,0.429
3,18,3.0,2049,0.429
3,18,3.0,2050,0.429
3,19,1.0,2023,9.521
3,19,1.0,2024,9.521
3,19,1.0,2025,9.521
3,19,1.0,2026,9.521
3,19,1.0,2027,9.521
3,19,1.0,2028,9.521
3,19,1.0,2029,9.521
3,19,1.0,2030,9.521
3,19,1.0,2031,9.521
3,19,1.0,2032,9.521
3,19,1.0,2033,9.521
3,19,1.0,2034,9.521
3,19,1.0,2035,9.521
3,19,1.0,2036,9.521
3,19,1.0,2037,9.521
3,19,1.0,2038,9.521
3,19,1.0,2039,9.521
3,19,1.0,2040,9.521
3,19,1.0,2041,9.521
3,19,1.0,2042,9.521
3,19,1.0,2043,9.521
3,19,1.0,2044,9.521
3,19,1.0,2045,9.521
3,19,1.0,2046,9.521
3,19,1.0,2047,9.521
3,19,1.0,2048,9.521
3,19,1.0,2049,9.521
3,19,1.0,2050,9.521
3,19,2.0,2023,9.521
3,19,2.0,2024,9.521
3,19,2.0,2025,9.521
3,19,2.0,2026,9.521
3,19,2.0,2027,9.521
3,19,2.0,2028,9.521
3,19,2.0,2029,9.521
3,19,2.0,2030,9.521
3,19,2.0,2031,9.521
3,19,2.0,2032,9.521
3,19,2.0,2033,9.521
3,19,2.0,2034,9.521
3,19,2.0,2035,9.521
3,19,2.0,2036,9.521
3,19,2.0,2037,9.521
3,19,2.0,2038,9.521
3,19,2.0,2039,9.521
3,19,2.0,2040,9.521
3,19,2.0,2041,9.521
3,19,2.0,2042,9.521
3,19,2.0,2043,9.521
3,19,2.0,2044,9.521
3,19,2.0,2045,9.521
3,19,2.0,2046,9.521
3,19,2.0,2047,9.521
3,19,2.0,2048,9.521
3,19,2.0,2049,9.521
3,19,2.0,2050,9.521
3,19,3.0,2023,9.521
3,19,3.0,2024,9.521
3,19,3.0,2025,9.521
3,19,3.0,2026,9.521
3,19,3.0,2027,9.521
3,19,3.0,2028,9.521
3,19,3.0,2029,9.521
3,19,3.0,2030,9.521
3,19,3.0,2031,9.521
3,19,3.0,2032,9.521
3,19,3.0,2033,9.521
3,19,3.0,2034,9.521
3,19,3.0,2035,9.521
3,19,3.0,2036,9.521
3,19,3.0,2037,9.521
3,19,3.0,2038,9.521
3,19,3.0,2039,9.521
3,19,3.0,2040,9.521
3,19,3.0,2041,9.521
3,19,3.0,2042,9.521
3,19,3.0,2043,9.521
3,19,3.0,2044,9.521
3,19,3.0,2045,9.521
3,19,3.0,2046,9.521
3,19,3.0,2047,9.521
3,19,3.0,2048,9.521
3,19,3.0,2049,9.521
3,19,3.0,2050,9.521
4,3,1.0,2023,0.888
4,3,1.0,2024,0.888
4,3,1.0,2025,0.888
4,3,1.0,2026,0.888
4,3,1.0,2027,0.888
4,3,1.0,2028,0.888
4,3,1.0,2029,0.888
4,3,1.0,2030,0.888
4,3,1.0,2031,0.888
4,3,1.0,2032,0.888
4,3,1.0,2033,0.888
4,3,1.0,2034,0.888
4,3,1.0,2035,0.888
4,3,1.0,2036,0.888
4,3,1.0,2037,0.888
4,3,1.0,2038,0.888
4,3,1.0,2039,0.888
4,3,1.0,2040,0.888
4,3,1.0,2041,0.888
4,3,1.0,2042,0.888
4,3,1.0,2043,0.888
4,3,1.0,2044,0.888
4,3,1.0,2045,0.888
4,3,1.0,2046,0.888
4,3,1.0,2047,0.888
4,3,1.0,2048,0.888
4,3,1.0,2049,0.888
4,3,1.0,2050,0.888
4,3,2.0,2023,0.888
4,3,2.0,2024,0.888
4,3,2.0,2025,0.888
4,3,2.0,2026,0.888
4,3,2.0,2027,0.888
4,3,2.0,2028,0.888
4,3,2.0,2029,0.888
4,3,2.0,2030,0.888
4,3,2.0,2031,0.888
4,3,2.0,2032,0.888
4,3,2.0,2033,0.888
4,3,2.0,2034,0.888
4,3,2.0,2035,0.888
4,3,2.0,2036,0.888
4,3,2.0,2037,0.888
4,3,2.0,2038,0.888
4,3,2.0,2039,0.888
4,3,2.0,2040,0.888
4,3,2.0,2041,0.888
4,3,2.0,2042,0.888
4,3,2.0,2043,0.888
4,3,2.0,2044,0.888
4,3,2.0,2045,0.888
4,3,2.0,2046,0.888
4,3,2.0,2047,0.888
4,3,2.0,2048,0.888
4,3,2.0,2049,0.888
4,3,2.0,2050,0.888
4,3,3.0,2023,0.888
4,3,3.0,2024,0.888
4,3,3.0,2025,0.888
4,3,3.0,2026,0.888
4,3,3.0,2027,0.888
4,3,3.0,2028,0.888
4,3,3.0,2029,0.888
4,3,3.0,2030,0.888
4,3,3.0,2031,0.888
4,3,3.0,2032,0.888
4,3,3.0,2033,0.888
4,3,3.0,2034,0.888
4,3,3.0,2035,0.888
4,3,3.0,2036,0.888
4,3,3.0,2037,0.888
4,3,3.0,2038,0.888
4,3,3.0,2039,0.888
4,3,3.0,2040,0.888
4,3,3.0,2041,0.888
4,3,3.0,2042,0.888
4,3,3.0,2043,0.888
4,3,3.0,2044,0.888
4,3,3.0,2045,0.888
4,3,3.0,2046,0.888
4,3,3.0,2047,0.888
4,3,3.0,2048,0.888
4,3,3.0,2049,0.888
4,3,3.0,2050,0.888
4,5,1.0,2023,0.378
4,5,1.0,2024,0.378
4,5,1.0,2025,0.378
4,5,1.0,2026,0.378
4,5,1.0,2027,0.378
4,5,1.0,2028,0.378
4,5,1.0,2029,0.378
4,5,1.0,2030,0.378
4,5,1.0,2031,0.378
4,5,1.0,2032,0.378
4,5,1.0,2033,0.378
4,5,1.0,2034,0.378
4,5,1.0,2035,0.378
4,5,1.0,2036,0.378
4,5,1.0,2037,0.378
4,5,1.0,2038,0.378
4,5,1.0,2039,0.378
4,5,1.0,2040,0.378
4,5,1.0,2041,0.378
4,5,1.0,2042,0.378
4,5,1.0,2043,0.378
4,5,1.0,2044,0.378
4,5,1.0,2045,0.378
4,5,1.0,2046,0.378
4,5,1.0,2047,0.378
4,5,1.0,2048,0.378
4,5,1.0,2049,0.378
4,5,1.0,2050,0.378
4,5,2.0,2023,0.378
4,5,2.0,2024,0.378
4,5,2.0,2025,0.378
4,5,2.0,2026,0.378
4,5,2.0,2027,0.378
4,5,2.0,2028,0.378
4,5,2.0,2029,0.378
4,5,2.0,2030,0.378
4,5,2.0,2031,0.378
4,5,2.0,2032,0.378
4,5,2.0,2033,0.378
4,5,2.0,2034,0.378
4,5,2.0,2035,0.378
4,5,2.0,2036,0.378
4,5,2.0,2037,0.378
4,5,2.0,2038,0.378
4,5,2.0,2039,0.378
4,5,2.0,2040,0.378
4,5,2.0,2041,0.378
4,5,2.0,2042,0.378
4,5,2.0,2043,0.378
4,5,2.0,2044,0.378
4,5,2.0,2045,0.378
4,5,2.0,2046,0.378
4,5,2.0,2047,0.378
4,5,2.0,2048,0.378
4,5,2.0,2049,0.378
4,5,2.0,2050,0.378
4,5,3.0,2023,0.378
4,5,3.0,2024,0.378
4,5,3.0,2025,0.378
4,5,3.0,2026,0.378
4,5,3.0,2027,0.378
4,5,3.0,2028,0.378
4,5,3.0,2029,0.378
4,5,3.0,2030,0.378
4,5,3.0,2031,0.378
4,5,3.0,2032,0.378
4,5,3.0,2033,0.378
4,5,3.0,2034,0.378
4,5,3.0,2035,0.378
4,5,3.0,2036,0.378
4,5,3.0,2037,0.378
4,5,3.0,2038,0.378
4,5,3.0,2039,0.378
4,5,3.0,2040,0.378
4,5,3.0,2041,0.378
4,5,3.0,2042,0.378
4,5,3.0,2043,0.378
4,5,3.0,2044,0.378
4,5,3.0,2045,0.378
4,5,3.0,2046,0.378
4,5,3.0,2047,0.378
4,5,3.0,2048,0.378
4,5,3.0,2049,0.378
4,5,3.0,2050,0.378
4,11,1.0,2023,10.262
4,11,1.0,2024,10.262
4,11,1.0,2025,10.262
4,11,1.0,2026,10.262
4,11,1.0,2027,10.262
4,11,1.0,2028,10.262
4,11,1.0,2029,10.262
4,11,1.0,2030,10.262
4,11,1.0,2031,10.262
4,11,1.0,2032,10.262
4,11,1.0,2033,10.262
4,11,1.0,2034,10.262
4,11,1.0,2035,10.262
4,11,1.0,2036,10.262
4,11,1.0,2037,10.262
4,11,1.0,2038,10.262
4,11,1.0,2039,10.262
4,11,1.0,2040,10.262
4,11,1.0,2041,10.262
4,11,1.0,2042,10.262
4,11,1.0,2043,10.262
4,11,1.0,2044,10.262
4,11,1.0,2045,10.262
4,11,1.0,2046,10.262
4,11,1.0,2047,10.262
4,11,1.0,2048,10.262
4,11,1.0,2049,10.262
4,11,1.0,2050,10.262
4,11,2.0,2023,10.262
4,11,2.0,2024,10.262
4,11,2.0,2025,10.262
4,11,2.0,2026,10.262
4,11,2.0,2027,10.262
4,11,2.0,2028,10.262
4,11,2.0,2029,10.262
4,11,2.0,2030,10.262
4,11,2.0,2031,10.262
4,11,2.0,2032,10.262
4,11,2.0,2033,10.262
4,11,2.0,2034,10.262
4,11,2.0,2035,10.262
4,11,2.0,2036,10.262
4,11,2.0,2037,10.262
4,11,2.0,2038,10.262
4,11,2.0,2039,10.262
4,11,2.0,2040,10.262
4,11,2.0,2041,10.262
4,11,2.0,2042,10.262
4,11,2.0,2043,10.262
4,11,2.0,2044,10.262
4,11,2.0,2045,10.262
4,11,2.0,2046,10.262
4,11,2.0,2047,10.262
4,11,2.0,2048,10.262
4,11,2.0,2049,10.262
4,11,2.0,2050,10.262
4,11,3.0,2023,10.262
4,11,3.0,2024,10.262
4,11,3.0,2025,10.262
4,11,3.0,2026,10.262
4,11,3.0,2027,10.262
4,11,3.0,2028,10.262
4,11,3.0,2029,10.262
4,11,3.0,2030,10.262
4,11,3.0,2031,10.262
4,11,3.0,2032,10.262
4,11,3.0,2033,10.262
4,11,3.0,2034,10.262
4,11,3.0,2035,10.262
4,11,3.0,2036,10.262
4,11,3.0,2037,10.262
4,11,3.0,2038,10.262
4,11,3.0,2039,10.262
4,11,3.0,2040,10.262
4,11,3.0,2041,10.262
4,11,3.0,2042,10.262
4,11,3.0,2043,10.262
4,11,3.0,2044,10.262
4,11,3.0,2045,10.262
4,11,3.0,2046,10.262
4,11,3.0,2047,10.262
4,11,3.0,2048,10.262
4,11,3.0,2049,10.262
4,11,3.0,2050,10.262
4,12,1.0,2023,8.746
4,12,1.0,2024,8.746
4,12,1.0,2025,8.746
4,12,1.0,2026,8.746
4,12,1.0,2027,8.746
4,12,1.0,2028,8.746
4,12,1.0,2029,8.746
4,12,1.0,2030,8.746
4,12,1.0,2031,8.746
4,12,1.0,2032,8.746
4,12,1.0,2033,8.746
4,12,1.0,2034,8.746
4,12,1.0,2035,8.746
4,12,1.0,2036,8.746
4,12,1.0,2037,8.746
4,12,1.0,2038,8.746
4,12,1.0,2039,8.746
4,12,1.0,2040,8.746
4,12,1.0,2041,8.746
4,12,1.0,2042,8.746
4,12,1.0,2043,8.746
4,12,1.0,2044,8.746
4,12,1.0,2045,8.746
4,12,1.0,2046,8.746
4,12,1.0,2047,8.746
4,12,1.0,2048,8.746
4,12,1.0,2049,8.746
4,12,1.0,2050,8.746
4,12,2.0,2023,8.746
4,12,2.0,2024,8.746
4,12,2.0,2025,8.746
4,12,2.0,2026,8.746
4,12,2.0,2027,8.746
4,12,2.0,2028,8.746
4,12,2.0,2029,8.746
4,12,2.0,2030,8.746
4,12,2.0,2031,8.746
4,12,2.0,2032,8.746
4,12,2.0,2033,8.746
4,12,2.0,2034,8.746
4,12,2.0,2035,8.746
4,12,2.0,2036,8.746
4,12,2.0,2037,8.746
4,12,2.0,2038,8.746
4,12,2.0,2039,8.746
4,12,2.0,2040,8.746
4,12,2.0,2041,8.746
4,12,2.0,2042,8.746
4,12,2.0,2043,8.746
4,12,2.0,2044,8.746
4,12,2.0,2045,8.746
4,12,2.0,2046,8.746
4,12,2.0,2047,8.746
4,12,2.0,2048,8.746
4,12,2.0,2049,8.746
4,12,2.0,2050,8.746
4,12,3.0,2023,8.746
4,12,3.0,2024,8.746
4,12,3.0,2025,8.746
4,12,3.0,2026,8.746
4,12,3.0,2027,8.746
4,12,3.0,2028,8.746
4,12,3.0,2029,8.746
4,12,3.0,2030,8.746
4,12,3.0,2031,8.746
4,12,3.0,2032,8.746
4,12,3.0,2033,8.746
4,12,3.0,2034,8.746
4,12,3.0,2035,8.746
4,12,3.0,2036,8.746
4,12,3.0,2037,8.746
4,12,3.0,2038,8.746
4,12,3.0,2039,8.746
4,12,3.0,2040,8.746
4,12,3.0,2041,8.746
4,12,3.0,2042,8.746
4,12,3.0,2043,8.746
4,12,3.0,2044,8.746
4,12,3.0,2045,8.746
4,12,3.0,2046,8.746
4,12,3.0,2047,8.746
4,12,3.0,2048,8.746
4,12,3.0,2049,8.746
4,12,3.0,2050,8.746
4,16,1.0,2023,8.367
4,16,1.0,2024,8.367
4,16,1.0,2025,8.367
4,16,1.0,2026,8.367
4,16,1.0,2027,8.367
4,16,1.0,2028,8.367
4,16,1.0,2029,8.367
4,16,1.0,2030,8.367
4,16,1.0,2031,8.367
4,16,1.0,2032,8.367
4,16,1.0,2033,8.367
4,16,1.0,2034,8.367
4,16,1.0,2035,8.367
4,16,1.0,2036,8.367
4,16,1.0,2037,8.367
4,16,1.0,2038,8.367
4,16,1.0,2039,8.367
4,16,1.0,2040,8.367
4,16,1.0,2041,8.367
4,16,1.0,2042,8.367
4,16,1.0,2043,8.367
4,16,1.0,2044,8.367
4,16,1.0,2045,8.367
4,16,1.0,2046,8.367
4,16,1.0,2047,8.367
4,16,1.0,2048,8.367
4,16,1.0,2049,8.367
4,16,1.0,2050,8.367
4,16,2.0,2023,8.367
4,16,2.0,2024,8.367
4,16,2.0,2025,8.367
4,16,2.0,2026,8.367
4,16,2.0,2027,8.367
4,16,2.0,2028,8.367
4,16,2.0,2029,8.367
4,16,2.0,2030,8.367
4,16,2.0,2031,8.367
4,16,2.0,2032,8.367
4,16,2.0,2033,8.367
4,16,2.0,2034,8.367
4,16,2.0,2035,8.367
4,16,2.0,2036,8.367
4,16,2.0,2037,8.367
4,16,2.0,2038,8.367
4,16,2.0,2039,8.367
4,16,2.0,2040,8.367
4,16,2.0,2041,8.367
4,16,2.0,2042,8.367
4,16,2.0,2043,8.367
4,16,2.0,2044,8.367
4,16,2.0,2045,8.367
4,16,2.0,2046,8.367
4,16,2.0,2047,8.367
4,16,2.0,2048,8.367
4,16,2.0,2049,8.367
4,16,2.0,2050,8.367
4,16,3.0,2023,8.367
4,16,3.0,2024,8.367
4,16,3.0,2025,8.367
4,16,3.0,2026,8.367
4,16,3.0,2027,8.367
4,16,3.0,2028,8.367
4,16,3.0,2029,8.367
4,16,3.0,2030,8.367
4,16,3.0,2031,8.367
4,16,3.0,2032,8.367
4,16,3.0,2033,8.367
4,16,3.0,2034,8.367
4,16,3.0,2035,8.367
4,16,3.0,2036,8.367
4,16,3.0,2037,8.367
4,16,3.0,2038,8.367
4,16,3.0,2039,8.367
4,16,3.0,2040,8.367
4,16,3.0,2041,8.367
4,16,3.0,2042,8.367
4,16,3.0,2043,8.367
4,16,3.0,2044,8.367
4,16,3.0,2045,8.367
4,16,3.0,2046,8.367
4,16,3.0,2047,8.367
4,16,3.0,2048,8.367
4,16,3.0,2049,8.367
4,16,3.0,2050,8.367
4,17,1.0,2023,3.0
4,17,1.0,2024,3.0
4,17,1.0,2025,3.0
4,17,1.0,2026,3.0
4,17,1.0,2027,3.0
4,17,1.0,2028,3.0
4,17,1.0,2029,3.0
4,17,1.0,2030,3.0
