region,year,hour,price_wt
1,2023,793,13200.0
1,2023,794,13200.0
1,2023,795,13200.0
1,2023,796,13200.0
1,2023,797,13200.0
1,2023,798,13200.0
1,2023,799,13200.0
1,2023,800,13200.0
1,2023,801,13200.0
1,2023,802,13200.0
1,2023,803,13200.0
1,2023,804,13200.0
1,2023,805,13200.0
1,2023,806,13200.0
1,2023,807,13200.0
1,2023,808,13200.0
1,2023,809,15400.0
1,2023,810,15400.0
1,2023,811,15400.0
1,2023,812,15400.0
1,2023,813,15400.0
1,2023,814,15400.0
1,2023,815,13200.0
1,2023,816,13200.0
1,2023,817,13200.0
1,2023,818,13200.0
1,2023,819,13200.0
1,2023,820,13200.0
1,2023,821,13200.0
1,2023,822,13200.0
1,2023,823,13200.0
1,2023,824,13200.0
1,2023,825,13200.0
1,2023,826,13200.0
1,2023,827,13200.0
1,2023,828,13200.0
1,2023,829,13200.0
1,2023,830,13200.0
1,2023,831,13200.0
1,2023,832,13200.0
1,2023,833,15400.0
1,2023,834,15400.0
1,2023,835,15400.0
1,2023,836,15400.0
1,2023,837,15400.0
1,2023,838,15400.0
1,2023,839,13200.0
1,2023,840,13200.0
1,2023,841,13200.0
1,2023,842,13200.0
1,2023,843,13200.0
1,2023,844,13200.0
1,2023,845,13200.0
1,2023,846,13200.0
1,2023,847,13200.0
1,2023,848,13200.0
1,2023,849,13200.0
1,2023,850,13200.0
1,2023,851,13200.0
1,2023,852,13200.0
1,2023,853,13200.0
1,2023,854,13200.0
1,2023,855,13200.0
1,2023,856,13200.0
1,2023,857,15400.0
1,2023,858,15400.0
1,2023,859,15400.0
1,2023,860,15400.0
1,2023,861,15400.0
1,2023,862,15400.0
1,2023,863,13200.0
1,2023,864,13200.0
1,2023,865,13200.0
1,2023,866,13200.0
1,2023,867,13200.0
1,2023,868,13200.0
1,2023,869,13200.0
1,2023,870,13200.0
1,2023,871,13200.0
1,2023,872,13200.0
1,2023,873,13200.0
1,2023,874,13200.0
1,2023,875,13200.0
1,2023,876,13200.0
1,2023,877,13200.0
1,2023,878,13200.0
1,2023,879,13200.0
1,2023,880,13200.0
1,2023,881,13200.0
1,2023,882,13200.0
1,2023,883,13200.0
1,2023,884,13200.0
1,2023,885,13200.0
1,2023,886,13200.0
1,2023,887,13200.0
1,2023,888,13200.0
1,2023,889,13200.0
1,2023,890,13200.0
1,2023,891,13200.0
1,2023,892,13200.0
1,2023,893,13200.0
1,2023,894,13200.0
1,2023,895,13200.0
1,2023,896,13200.0
1,2023,897,13200.0
1,2023,898,13200.0
1,2023,899,13200.0
1,2023,900,13200.0
1,2023,901,13200.0
1,2023,902,13200.0
1,2023,903,13200.0
1,2023,904,13200.0
1,2023,905,13200.0
1,2023,906,13200.0
1,2023,907,13200.0
1,2023,908,13200.0
1,2023,909,13200.0
1,2023,910,13200.0
1,2023,911,13200.0
1,2023,912,13200.0
1,2023,913,13200.0
1,2023,914,13200.0
1,2023,915,13200.0
1,2023,916,13200.0
1,2023,917,13200.0
1,2023,918,13200.0
1,2023,919,13200.0
1,2023,920,13200.0
1,2023,921,13200.0
1,2023,922,13200.0
1,2023,923,13200.0
1,2023,924,13200.0
1,2023,925,13200.0
1,2023,926,13200.0
1,2023,927,13200.0
1,2023,928,13200.0
1,2023,929,13200.0
1,2023,930,13200.0
1,2023,931,13200.0
1,2023,932,13200.0
1,2023,933,13200.0
1,2023,934,13200.0
1,2023,935,13200.0
1,2023,936,13200.0
1,2023,937,13200.0
1,2023,938,13200.0
1,2023,939,13200.0
1,2023,940,13200.0
1,2023,941,13200.0
1,2023,942,13200.0
1,2023,943,13200.0
1,2023,944,13200.0
1,2023,945,13200.0
1,2023,946,13200.0
1,2023,947,12100.0
1,2023,948,12100.0
1,2023,949,12100.0
1,2023,950,12100.0
1,2023,951,12100.0
1,2023,952,12100.0
1,2023,953,13200.0
1,2023,954,13200.0
1,2023,955,13200.0
1,2023,956,13200.0
1,2023,957,13200.0
1,2023,958,13200.0
1,2023,959,13200.0
1,2023,960,13200.0
1,2023,961,13200.0
1,2023,962,13200.0
1,2023,963,13200.0
1,2023,964,13200.0
1,2023,965,13200.0
1,2023,966,13200.0
1,2023,967,13200.0
1,2023,968,13200.0
1,2023,969,13200.0
1,2023,970,13200.0
1,2023,971,13200.0
1,2023,972,13200.0
1,2023,973,13200.0
1,2023,974,13200.0
1,2023,975,13200.0
